,notification_date,postcode,likely_source_of_infection,lhd_2010_code,lhd_2010_name,lga_code19,lga_name19,locality,name,state,long,lat,Cases
1586,2020-03-31,2540.0,Overseas,X730,Illawarra Shoalhaven,16950.0,Shoalhaven (C),YERRIYONG,"BAMARANG, BARRINGELLA, BASIN VIEW, BEECROFT PENINSULA, BERRARA, BEWONG, BOLONG, BOOLIJAH, BREAM BEACH, BROWNS MOUNTAIN, BRUNDEE, BUANGLA, BURRIER, CALLALA BAY, CALLALA BEACH, CAMBEWARRA, CAMBEWARRA VILLAGE, COMBERTON, COMERONG ISLAND, CUDMIRRAH, CULBURRA BEACH, CURRARONG, EROWAL BAY, ETTREMA, FALLS CREEK, GREENWELL POINT, HMAS ALBATROSS, HMAS CRESWELL, HUSKISSON, HYAMS BEACH, ILLAROO, JERRAWANGALA, JERVIS BAY, KINGHORNE, LONGREACH, MAYFIELD, MEROO MEADOW, MONDAYONG, MOOLLATTOO, MUNDAMIA, MYOLA, NOWRA HILL, NOWRA NAVAL PO, NUMBAA, OLD EROWAL BAY, ORIENT POINT, PARMA, PYREE, SANCTUARY POINT, ST GEORGES BASIN, SUSSEX INLET, SWANHAVEN, TALLOWAL, TAPITALLEE, TERARA, TOMERONG, TULLARWALLA, TWELVE MILE PEG, VINCENTIA, WANDANDIAN, WATERSLEIGH, WOLLUMBOOLA, WOOLLAMIA, WORRIGEE, WORROWING HEIGHTS, WRIGHTS BEACH, YALWAL, YERRIYONG",NSW,150.61643999999998,-34.863483,9
677,2020-03-31,2257.0,Local (Known Contact),X770,Central Coast,11650.0,Central Coast (C) (NSW),WAGSTAFFE,"BOOKER BAY, BOX HEAD, DALEYS POINT, EMPIRE BAY, ETTALONG BEACH, HARDYS BAY, KILLCARE, KILLCARE HEIGHTS, PRETTY BEACH, ST HUBERTS ISLAND, UMINA BEACH, WAGSTAFFE",NSW,151.374403,-33.520358,9
149,2020-03-31,2196.0,Local (Known Contact),X700,Sydney,11570.0,Canterbury-Bankstown (A),ROSELANDS,"PUNCHBOWL, ROSELANDS",NSW,151.057799,-33.930089,4
2610,2020-03-31,2440.0,Local (Known Contact),X820,Mid North Coast,14350.0,Kempsey (A),YESSABAH,"ALDAVILLA, AUSTRAL EDEN, BELLBROOK, BELLIMBOPINNI, BELMORE RIVER, BURNT BRIDGE, CARRAI, CLYBUCCA, COLLOMBATTI, COMARA, CORANGULA, CRESCENT HEAD, DEEP CREEK, DONDINGALONG, EAST KEMPSEY, EUROKA, FREDERICKTON, GEORGES CREEK, GLADSTONE, GREENHILL, GREENHILLS, HAMPDEN HALL, HAT HEAD, HICKEYS CREEK, KEMPSEY, KINCHELA, LOWER CREEK, MILLBANK, MOONEBA, MOPARRABAH, MUNGAY CREEK, OLD STATION, POLA CREEK, RAINBOW REACH, SEVEN OAKS, SHERWOOD, SKILLION FLAT, SMITHTOWN, SOUTH KEMPSEY, SUMMER ISLAND, TEMAGOG, TOOROOKA, TURNERS FLAT, VERGES CREEK, WEST KEMPSEY, WILLAWARRIN, WILLI WILLI, WITTITRIN, YARRAVEL, YESSABAH",NSW,153.019648,-30.375790999999996,2
2714,2020-03-31,2713.0,Overseas,X840,Murrumbidgee,10650.0,Berrigan (A),RETREAT,"BLIGHTY, FINLEY, LOGIE BRAE, MYRTLE PARK, RETREAT",NSW,145.52068,-35.586342,1
1838,2020-03-31,2150.0,Overseas,X740,Western Sydney,16260.0,Parramatta (C),PARRAMATTA WESTFIELD,"HARRIS PARK, PARRAMATTA, PARRAMATTA WESTFIELD",NSW,151.006506,-33.814463,4
1834,2020-03-31,2759.0,Overseas,X750,Nepean Blue Mountains,16350.0,Penrith (C),ST CLAIR,"ERSKINE PARK, ST CLAIR",NSW,150.781767,-33.822520000000004,8
1723,2020-03-31,2251.0,Overseas,X770,Central Coast,11650.0,Central Coast (C) (NSW),YATTALUNGA,"AVOCA BEACH, BENSVILLE, BOUDDI, COPACABANA, DAVISTOWN, GREEN POINT, KINCUMBER, KINCUMBER SOUTH, MACMASTERS BEACH, PICKETTS VALLEY, SARATOGA, YATTALUNGA",NSW,151.401999,-33.482209000000005,18
1706,2020-03-31,2444.0,Overseas,X820,Mid North Coast,16380.0,Port Macquarie-Hastings (A),THRUMSTER,"BLACKMANS POINT, FERNBANK CREEK, FLYNNS BEACH, LIGHTHOUSE BEACH, LIMEBURNERS CREEK, NORTH SHORE, PORT MACQUARIE, PORT MACQUARIE BC, RIVERSIDE, SETTLEMENT CITY, THE HATCH, THRUMSTER",NSW,152.87253,-31.439614000000002,15
2583,2020-03-31,2178.0,Overseas,X710,South Western Sydney,16350.0,Penrith (C),MOUNT VERNON,"CECIL PARK, KEMPS CREEK, MOUNT VERNON",NSW,150.838225,-33.87478,2
1111,2020-03-31,2760.0,Local (Unknown Contact),X750,Nepean Blue Mountains,16350.0,Penrith (C),ST MARYS SOUTH,"COLYTON, NORTH ST MARYS, OXLEY PARK, ROPES CROSSING, ST MARYS, ST MARYS EAST, ST MARYS SOUTH",NSW,150.780073,-33.763976,8
1011,2020-03-31,2325.0,Overseas,X800,Hunter New England,11720.0,Cessnock (C),YENGO NATIONAL PARK,"ABERDARE, ABERNETHY, BELLBIRD, BELLBIRD HEIGHTS, BOREE, CEDAR CREEK, CESSNOCK, CESSNOCK WEST, CONGEWAI, CORRABARE, DAIRY ARM, ELLALONG, ELRINGTON, FERNANCES CROSSING, GRETA MAIN, KEARSLEY, KITCHENER, LAGUNA, LOVEDALE, MILLFIELD, MOOTAI, MORUBEN, MOUNT VIEW, MURRAYS RUN, NARONE CREEK, NULKABA, OLNEY, PAXTON, PAYNES CROSSING, PELTON, QUORROBOLONG, SWEETMANS CREEK, WATAGAN, WOLLOMBI, YALLAMBIE, YENGO NATIONAL PARK",NSW,150.9115105,-33.01498358,20
741,2020-03-31,2230.0,Local (Unknown Contact),X720,South Eastern Sydney,17150.0,Sutherland Shire (A),WOOLOOWARE,"BUNDEENA, BURRANEER, CRONULLA, GREENHILLS BEACH, MAIANBAR, WOOLOOWARE",NSW,151.136596,-34.093213,24
2639,2020-03-31,2483.0,Overseas,X810,Northern NSW,11350.0,Byron (A),YELGUN,"BILLINUDGEL, BRUNSWICK HEADS, BURRINGBAR, CRABBES CREEK, MIDDLE POCKET, MOOBALL, NEW BRIGHTON, OCEAN SHORES, SLEEPY HOLLOW, SOUTH GOLDEN BEACH, THE POCKET, UPPER BURRINGBAR, WOOYUNG, YELGUN",NSW,153.494236,-28.461128000000002,6
2060,2020-03-31,2548.0,Overseas,X830,Southern NSW,10550.0,Bega Valley (A),YELLOW PINCH,"BERRAMBOOL, BOURNDA, MERIMBULA, MIRADOR, TURA BEACH, YELLOW PINCH",NSW,149.894825,-36.860723,8
